Ano, Bloco, Componente, Acao/Servico/Estrategia, Competencia/Parcela, No OB,Data_OB,Valor Total
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - CENTRAL NACIONAL DE REGULACAO DE ALTA COMPLEXIDADE (CNRAC),mai-10,817724,9/7/10,"16.998,78"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - CIRURGIA APARELHO DIGESTIVO, ORGAOS ANEXOS E PAREDE ABDOMINAL",mai-10,817725,9/7/10,"125.738,37"
2010,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS (FNS),abr-10,819219,15/07/2010,"125.597,32"
2010,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS (FNS),fev-10,819056,15/07/2010,"125.597,32"
2010,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,REDE NACIONAL DE LABORATORIOS DE VIGILANCIA SANITARIA - FINLACEN-VISA,10-Jan,818475,15/07/2010,"90.000,00"
2010,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS (FNS),mai-10,818779,15/07/2010,"502.389,27"
2010,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,REDE NACIONAL DE LABORATORIOS DE VIGILANCIA SANITARIA - FINLACEN-VISA,abr-10,818718,15/07/2010,"90.000,00"
2010,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,REDE NACIONAL DE LABORATORIOS DE VIGILANCIA SANITARIA - FINLACEN-VISA,10-Mar,818627,15/07/2010,"90.000,00"
2010,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS (FNS),10-Mar,819141,15/07/2010,"125.597,32"
2010,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,REDE NACIONAL DE LABORATORIOS DE VIGILANCIA SANITARIA - FINLACEN-VISA,mai-10,818383,15/07/2010,"360.000,00"
2010,VIGILANCIA EM SAUDE,PISO VARIAVEL DE VIGILANCIA E PROMOCAO DA SAUDE - PVVPS,NUCLEOS HOSPITALARES DE EPIDEMIOLOGIA - NHE,mai-10,818319,15/07/2010,"76.000,00"
2010,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,REDE NACIONAL DE LABORATORIOS DE VIGILANCIA SANITARIA - FINLACEN-VISA,fev-10,818551,15/07/2010,"90.000,00"
2010,VIGILANCIA EM SAUDE,VIGILANICA E PROMOCAO DA SAUDE,PISO FIXO DE VIGILANCIA E PROMOCAO DA SAUDE - PFVPS,mai-10,818869,15/07/2010,"4.865.111,17"
2010,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS (FNS),10-Jan,818977,15/07/2010,"125.597,32"
2010,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS - (ANVISA),mai-10,818384,15/07/2010,"223.512,67"
2010,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS - (ANVISA),fev-10,819288,16/07/2010,"55.878,17"
2010,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS - (ANVISA),abr-10,819294,16/07/2010,"55.878,17"
2010,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS - (ANVISA),10-Mar,819291,16/07/2010,"55.878,17"
2010,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,INCENTIVO PARA ATENCAO A SAUDE NO SISTEMA PENITENCIARIO,fev-10,819319,16/07/2010,"18.900,00"
2010,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS - (ANVISA),10-Jan,819285,16/07/2010,"55.878,17"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,mai-10,819909,28/07/2010,"750.000,00"
2010,ASSISTENCIA FARMACEUTICA,MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL - CMDE,PROGRAMA DE AQUISICAO DE MEDICAMENTOS EXCEPCIONAIS,10-Jul,819820,28/07/2010,"3.757.099,74"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,10-Jun,819912,28/07/2010,"2.471.717,92"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,10-Jun,819916,28/07/2010,"43.608,00"
2010,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,INCENTIVO PARA ATENCAO A SAUDE NO SISTEMA PENITENCIARIO,10-Mar,820350,29/07/2010,"18.900,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,PAGAMENTO ADMISTRATIVO DE PROCEDIMENTOS MEDICOS,10-Jun,820319,29/07/2010,"697.964,79"
2010,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,INCENTIVO PARA ATENCAO A SAUDE NO SISTEMA PENITENCIARIO,abr-10,820372,29/07/2010,"18.900,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TERMO DE COOPERACAO ENTRE ENTES PUBLICOS,10-Jul,820839,3/8/10,"24.211.523,60"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,10-Jul,820657,3/8/10,"36.255.225,03"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - TRATAMENTO EM ONCOLOGIA,10-Jun,821060,4/8/10,"745.612,50"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - ATEND/ACOMP. DIAG. DOENCAS ENDOCR./METABOLICAS E NUTRICIONAIS,10-Jun,821051,4/8/10,"5.749,48"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - NEFROLOGIA,10-Jun,820962,4/8/10,"7.104.062,02"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - CIRURGIA DO APARELHO CIRCULATORIO,10-Jun,821054,4/8/10,"134.916,20"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - OPM PARA TRANSPLANTES,10-Jun,821057,4/8/10,"4.736,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - CONSULTAS MEDICAS/OUTROS PROFISSIONAIS DE NIVEL SUPERIOR,10-Jun,821055,4/8/10,"2.879,02"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - CIRURGIA APARELHO DIGESTIVO, ORGAOS ANEXOS E PAREDE ABDOMINAL",10-Jun,821053,4/8/10,"104.328,92"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - OUTRAS CIRURGIAS PLASTICAS/REPARADORAS,10-Jun,821058,4/8/10,"927,15"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - MAMOGRAFIA PARA RASTREAMENTO,10-Jun,821056,4/8/10,"103.455,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - CENTRAL NACIONAL DE REGULACAO DE ALTA COMPLEXIDADE (CNRAC),10-Jun,821052,4/8/10,"26.505,06"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - TRANSPLANTES DE ORGAOS, TECIDOS E CELULAS",10-Jun,821059,4/8/10,"2.546.300,61"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,FINANCIAMENTO AOS CENTROS DE REFERENCIA EM SAUDE DO TRABALHADOR,10-Jul,821511,5/8/10,"40.000,00"
2010,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,RECURSO FINANCEIROS DESTINADOS A REESTRUTURACAO EM FUNCAO DAS ENCHENTE,ago-10,821913,13/08/2010,"54.168.400,00"
2010,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,INCENTIVO PARA ATENCAO A SAUDE NO SISTEMA PENITENCIARIO,10-Jan,822285,31/08/2010,"18.900,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - INCENTIVO P/  IMP.  ORGANIZACAO  PROCURA  ORGAOS E TECIDOS- OPO,mai-10,822459,31/08/2010,"80.000,00"
2010,VIGILANCIA EM SAUDE,VIGILANICA E PROMOCAO DA SAUDE,PISO FIXO DE VIGILANCIA E PROMOCAO DA SAUDE - PFVPS,10-Jul,822316,31/08/2010,"567.610,90"
2010,VIGILANCIA EM SAUDE,PISO VARIAVEL DE VIGILANCIA E PROMOCAO DA SAUDE - PVVPS,CAMPANHA NACIONAL DE VACINACAO CONTRA A INFLUENZA PANDEMICA (H1N1),10-Jul,822327,31/08/2010,"51.695,85"
2010,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,INCENTIVO PARA ATENCAO A SAUDE NO SISTEMA PENITENCIARIO,10-Jan,822286,31/08/2010,"8.100,00"
2010,INVESTIMENTO,PRE-HOSPITALAR FIXO DAS REDES DE ATENCAO INTEGRAL AS URGENCIAS,UNIDADE DE PRONTO ATENDIMENTO - UPA,3 de 3,822909,1/9/10,"650.000,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,mai-10,822856,1/9/10,"250.000,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,10-Jul,822866,1/9/10,"259.000,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,10-Jun,822857,1/9/10,"250.000,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TERMO DE COOPERACAO ENTRE ENTES PUBLICOS,ago-10,823280,3/9/10,"24.211.523,59"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,ago-10,823128,3/9/10,"36.414.155,16"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - NEFROLOGIA,10-Jul,823455,8/9/10,"7.104.062,02"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,FINANCIAMENTO AOS CENTROS DE REFERENCIA EM SAUDE DO TRABALHADOR,ago-10,823541,9/9/10,"40.000,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - OPM PARA TRANSPLANTES,10-Jul,824074,21/09/2010,"2.664,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - MAMOGRAFIA PARA RASTREAMENTO,10-Jul,824073,21/09/2010,"107.145,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - TRATAMENTO EM ONCOLOGIA,10-Jul,824077,21/09/2010,"532.150,20"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - CIRURGIA DO APARELHO CIRCULATORIO,10-Jul,824071,21/09/2010,"3.371,52"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - POLITICA NACIONAL DE CIRURGIAS ELETIVAS,mai-10,823996,21/09/2010,"108.514,36"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - CONSULTAS MEDICAS/OUTROS PROFISSIONAIS DE NIVEL SUPERIOR,10-Jul,824072,21/09/2010,"2.001,27"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - CENTRAL NACIONAL DE REGULACAO DE ALTA COMPLEXIDADE (CNRAC),10-Jul,824069,21/09/2010,"51.958,76"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - TRANSPLANTES DE ORGAOS, TECIDOS E CELULAS",10-Jul,824076,21/09/2010,"2.616.439,26"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - ATEND/ACOMP. DIAG. DOENCAS ENDOCR./METABOLICAS E NUTRICIONAIS,10-Jul,824068,21/09/2010,"6.143,28"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - OUTRAS CIRURGIAS PLASTICAS/REPARADORAS,10-Jul,824075,21/09/2010,"7.490,09"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - POLITICA NACIONAL DE CIRURGIAS ELETIVAS,abr-10,823977,21/09/2010,"132.911,87"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - POLITICA NACIONAL DE CIRURGIAS ELETIVAS,10-Mar,823928,21/09/2010,"44.316,50"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - CIRURGIA APARELHO DIGESTIVO, ORGAOS ANEXOS E PAREDE ABDOMINAL",10-Jul,824070,21/09/2010,"93.017,27"
2010,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,INCENTIVO PARA ATENCAO A SAUDE NO SISTEMA PENITENCIARIO,mai-10,824652,23/09/2010,"18.900,00"
2010,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,INCENTIVO PARA ESTABELECIMENTOS DE PARCERIAS COM AS OSC,set-10,824842,24/09/2010,"122.333,32"
2010,VIGILANCIA EM SAUDE,PISO VARIAVEL DE VIGILANCIA E PROMOCAO DA SAUDE - PVVPS,INCENTIVO NO AMBITO DO PROGRAMA NACIONAL DE HIV/AIDS E OUTRAS DST,set-10,825043,29/09/2010,"444.662,69"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,set-10,825218,5/10/10,"37.743.370,64"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - NEFROLOGIA,ago-10,825621,6/10/10,"7.104.062,02"
2010,ASSISTENCIA FARMACEUTICA,MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL - CMDE,PROGRAMA DE AQUISICAO DE MEDICAMENTOS EXCEPCIONAIS,ago-10,825662,6/10/10,"3.953.220,02"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TERMO DE COOPERACAO ENTRE ENTES PUBLICOS,set-10,825576,6/10/10,"24.211.523,59"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - TRATAMENTO EM ONCOLOGIA,ago-10,826047,13/10/2010,"788.794,80"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - CENTRAL NACIONAL DE REGULACAO DE ALTA COMPLEXIDADE (CNRAC),ago-10,826039,13/10/2010,"14.859,87"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - ATEND/ACOMP. DIAG. DOENCAS ENDOCR./METABOLICAS E NUTRICIONAIS,ago-10,826038,13/10/2010,"7.049,02"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - TRANSPLANTES DE ORGAOS, TECIDOS E CELULAS",ago-10,826046,13/10/2010,"2.117.553,90"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - CIRURGIA DO APARELHO CIRCULATORIO,ago-10,826041,13/10/2010,"26.781,86"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - CIRURGIA APARELHO DIGESTIVO, ORGAOS ANEXOS E PAREDE ABDOMINAL",ago-10,826040,13/10/2010,"81.364,33"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - MAMOGRAFIA PARA RASTREAMENTO,ago-10,826043,13/10/2010,"170.730,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - OUTRAS CIRURGIAS PLASTICAS/REPARADORAS,ago-10,826045,13/10/2010,"5.763,59"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - CONSULTAS MEDICAS/OUTROS PROFISSIONAIS DE NIVEL SUPERIOR,ago-10,826042,13/10/2010,"1.369,29"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,FINANCIAMENTO AOS CENTROS DE REFERENCIA EM SAUDE DO TRABALHADOR,set-10,825784,13/10/2010,"40.000,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - OPM PARA TRANSPLANTES,ago-10,826044,13/10/2010,"2.368,00"
2010,GESTAO DO SUS,QUALIFICACAO DA GESTAO DO SUS,IMPLEMENTACAO DO PROGRAMA DE PROFISSIONAIS DE NIVEL MEDIO - PROFAPS,dez-09,826157,14/10/2010,"189.907,26"
2010,GESTAO DO SUS,QUALIFICACAO DA GESTAO DO SUS,IMPLEMENTACAO DO PROGRAMA DE PROFISSIONAIS DE NIVEL MEDIO - PROFAPS,ago-10,826187,14/10/2010,"2.076.622,08"
2010,ATENCAO BASICA,PISO DA ATENCAO BASICA FIXO - PAB FIXO,PAB FIXO,set-10,826243,15/10/2010,"4.518,00"
2010,ASSISTENCIA FARMACEUTICA,MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL - CMDE,PROGRAMA DE AQUISICAO DE MEDICAMENTOS EXCEPCIONAIS,set-10,826215,15/10/2010,"3.790.005,68"
2010,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,SAUDE DA FAMILIA - SF,set-10,826472,18/10/2010,"6.400,00"
2010,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,AGENTES COMUNITARIOS DE SAUDE - ACS,set-10,826443,18/10/2010,"2.604,00"
2010,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,SAUDE BUCAL - SB,set-10,826912,27/10/2010,"2.000,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,ago-10,827030,28/10/2010,"65.412,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,set-10,827038,28/10/2010,"65.412,00"
2010,GESTAO DO SUS,IMPLANTACAO DE ACOES E SERVICOS DE SAUDE,PROGRAMA DE FINANCIAMENTO DAS ACOES DE ALIMENTACAO E NUTRICAO (FAN),set-10,827119,29/10/2010,"100.000,00"
2010,INVESTIMENTO,PRE-HOSPITALAR FIXO DAS REDES DE ATENCAO INTEGRAL AS URGENCIAS,UNIDADE DE PRONTO ATENDIMENTO - UPA,1 de 3,827365,3/11/10,"260.000,00"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,out-10,827592,4/11/10,"40.145.198,96"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TERMO DE COOPERACAO ENTRE ENTES PUBLICOS,out-10,827680,4/11/10,"24.211.523,59"
2010,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - NEFROLOGIA,set-10,827960,5/11/10,"7.104.062,02"
2010,ATENCAO BASICA,PISO DA ATENCAO BASICA FIXO - PAB FIXO,PAB FIXO,out-10,828093,9/11/10,"4.662,00"
2010,VIGILANCIA EM SAUDE,VIGILANICA E PROMOCAO DA SAUDE,PISO FIXO DE VIGILANCIA E PROMOCAO DA SAUDE - PFVPS,set-10,828158,10/11/10,"3.648.833,38"
2010,GESTAO DO SUS,QUALIFICACAO DA GESTAO DO SUS,INCENT. DESTINADO AO APOIO DA ORG/FUNC DOS COLEGIADOS DE GES REGIONAL,set-10,828468,10/11/10,"220.000,00"
2010,INVESTIMENTO,PROESF FASE 2 - CAPITAL,PROESF  2 - CAPITAL,set-10,828645,12/11/10,"94.500,00"
2010,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,SAUDE DA FAMILIA - SF,out-10,828682,12/11/10,"6.400,00"
2010,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,AGENTES COMUNITARIOS DE SAUDE - ACS,out-10,828631,12/11/10,"2.856,00"
2010,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,SAUDE BUCAL - SB,out-10,828733,12/11/10,"2.000,00"
2010,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,PROESF - FASE 2,set-10,828634,12/11/10,"594.551,96"
